lat	lng	location	type
16.039765300000006	111.7808986	China,Hainan Province	name
8.37	-154.4	8.37N;154.4W	coordinates
50.445143	16.8765836	Poland,Zloty Stok	name
56.4907	-4.2026	56.4907N;4.2026W	coordinates
32.18	119.42	32.18N;119.42E	coordinates
-25.252089	-52.02154200000001	25.252089S;52.02154200000001W	coordinates
-18.512178	-44.55503099999999	18.512178S;44.555030999999985W	coordinates
25.0	102.0	China,Yunnan	name
40.9699889	-77.72788309999999	USA,Pennsylvania	name
35.51	127.07	35.51N;127.07E	coordinates
6.891710099999999	158.2327877	Micronesia,Pohnpei	name
31.12	121.27	31.12N;121.27E	coordinates
15.2241917	101.9313754	Thailand,Nakhon Ratchasima	name
34.061183	-118.20557100000002	34.061183N;118.20557100000002W	coordinates
12.92	79.13	12.92N;79.13E	coordinates
47.3693305	-92.9847978	USA,Hibbing,MN	name
28.45322	117.9686	China,Poyang County,Shangrao	name
39.95	116.3	39.95N;116.30E	coordinates
43.27	-3.48	43.27N;3.48W	coordinates
26.84649000000001	-102.10378	Mexico,Churince,Cuatro Cienegas,Coahuila	name
35.67	-80.48	35.67N;80.48W	coordinates
35.23	-80.84	35.23N;80.84W	coordinates
-34.9281805	138.5999312	Australia,Adelaide	name
29.7107	-95.4006	29.7107N;95.4006W	coordinates
40.0	-74.5	40N;74.5W	coordinates
14.17759	121.27098	Russia,Pacific Ocean,Rudnaya Bay	name
41.07311	-72.3393993	USA,Shelter Island,NY	name
47.0335	17.5364	47.0335N;17.5364E	coordinates
31.820591	117.227219	31.820591N;117.227219E	coordinates
35.414982	116.587282	35.414982N;116.587282E	coordinates
-2.0	-80.0	Ecuador,Guayas	name
23.02	120.22	23.02N;120.22E	coordinates
37.26530995561872	126.71630859375	37.26530995561872N;126.71630859375E	coordinates
26.0395	-97.5564	26.0395N;97.5564W	coordinates
30.4757244	91.0993963	China,Damxung	name
40.2253569	-82.6881395	USA,OH	name
18.1315	-96.84088	Mexico,Morelos,Sierra de Huautla	name
37.87	127.7434	37.8700N;127.7434E	coordinates
41.00164	16.73378	Italy,Apulia (region)	name
52.043941	5.616682	52.043941N;5.616682E	coordinates
37.41379999999999	127.51829999999997	37.41379999999999N;127.51829999999995E	coordinates
30.55	114.36	30.55N;114.36E	coordinates
12.5	-69.96667	USA,New York ex Aruba	name
35.41755999999999	127.09674	South Korea,Sunchang	name
42.3602534	-71.0582912	USA,Boston,MA	name
34.81	138.13	34.81N;138.13E	coordinates
44.4936714	11.3430347	Italy,Bologna	name
39.95	-75.16	39.95N;75.16W	coordinates
37.92672	102.63202	China,Zhuaxixiulong township,Tianzhu county,Wuwei city.	name
32.000000199999995	89.9999998	China,Tibet	name
45.5198289	-122.6779796	USA,Portland,Oregon	name
23.11	113.26	23.11N;113.26E	coordinates
43.64	-79.45	43.64N;79.45W	coordinates
37.22957	-80.41394	USA,Blacksburg,VA	name
65.0	-18.0	Taiwan,Kueishan Island	name
36.5886518	127.5693763	South Korea,Chungbuk	name
37.42874000000001	127.51128	South Korea,Jeonbuk	name
39.0000001	116.0	China,Hebei	name
-31.7613365	-71.3187697	Chile	name
46.9482713	7.4514512	Switzerland,Berne	name
31.0	112.0	China,Hubei	name
39.960575	-83.007154	39.960575N;83.007154W	coordinates
37.89	127.73000000000002	37.89N;127.73000000000002E	coordinates
-6.596298599999999	106.7972421	Indonesia,Bogor	name
24.840934676626073	121.96167442321779	24.840934676626073N;121.9616744232178E	coordinates
36.33571	127.64438	South Korea,Okcheon-gun,Chungcheongbuk-do	name
52.865196	-7.9794599	Ireland	name
-41.5000831	172.8344077	New Zealand	name
-30.37	-64.37	30.37S;64.37W	coordinates
39.1235635	117.1980785	China,tianjin	name
22.56	72.96	22.56N;72.96E	coordinates
47.2868352	-120.2126139	USA,Washington State	name
34.84	128.39	34.84N;128.39E	coordinates
35.60998499999999	140.118126	Japan,Chiba	name
1.5333553999999998	32.2166578	Uganda	name
35.41755999999999	127.09674	South Korea,Sunchang County	name
50.938361	6.959974000000001	Germany,Cologne	name
47.6594864	-0.8186143	France,Pays de la Loire	name
37.57	126.98	37.57N;126.98E	coordinates
40.7127	-74.0059	40.7127N;74.0059W	coordinates
43.01377279999999	-81.3055349	Canada,London,Ontario	name
39.565	3.334	39.565N;3.334E	coordinates
58.14	38.12	58.14N;38.12E	coordinates
33.38	120.13	33.38N;120.13E	coordinates
45.060735	7.923549	Italy,Piemonte	name
33.0000001	119.9999999	China,Jiangsu Province	name
29.2733964	47.4979476	Kuwait	name
-34.6	-58.38	34.60S;58.38W	coordinates
42.36	-71.06	42.36N;71.06W	coordinates
30.22	-92.02	30.22N;92.02W	coordinates
4.71	-74.07	4.71N;74.07W	coordinates
39.9	116.41	39.90N;116.41E	coordinates
31.18	34.91	31.18N;34.91E	coordinates
43.72	10.4	43.72N;10.40E	coordinates
3.45	-76.54	3.45N;76.54W	coordinates
43.65	-79.38	43.65N;79.38W	coordinates
18.24	-66.04	18.24N;66.04W	coordinates
10.82	106.62	10.82N;106.62E	coordinates
-22.9	-43.17	22.90S;43.17W	coordinates
-0.18	-78.47	0.18S;78.47W	coordinates
40.44	-80.0	40.44N;80.00W	coordinates
21.02	105.83	21.02N;105.83E	coordinates
37.56	126.58	37.56N;126.58E	coordinates
37.2808823	127.4429132	South Korea,Gyeonggi-Do,Icheon-Si	name
28.735078	115.81559	28.735078N;115.815590E	coordinates
35.20782817488055	-120.72202205657959	35.20782817488055N;120.72202205657959W	coordinates
48.4008273	11.7439565	Germany,Freising	name
-33.86	151.21	33.86S;151.21E	coordinates
34.35	127.21	34.35N;127.21E	coordinates
5.866667	-55.166667	5.866667N;55.166667W	coordinates
5.933333	-56.983333	5.933333N;56.983333W	coordinates
5.86667	-55.1667	5.86667N;55.1667W	coordinates
35.53	129.30999999999997	35.53N;129.30999999999994E	coordinates
37.8800081	93.4885025	China,Qaidam Basin	name
49.24	-123.12	49.24N;123.12W	coordinates
-38.6	178.0	38.6S;178E	coordinates
41.24117	-81.55261999999998	Japan,Shimokita Peninsula	name
37.35	126.27	37.35N;126.27E	coordinates
22.38	110.09	22.38N;110.09E	coordinates
-33.87041555094183	151.259765625	33.87041555094183S;151.259765625E	coordinates
-29.0	-50.0	29S;50W	coordinates
36.83	126.98	36.83N;126.98E	coordinates
23.02	113.12	23.02N;113.12E	coordinates
35.16845278	126.88409720000004	35.16845278N;126.88409720000004E	coordinates
35.16845278	126.8840972	35.16845278N;126.8840972E	coordinates
44.83141	9.41722	Iceland,Geysir geothermal area	name
1.4419683	38.4313975	Kenya	name
30.26	120.2	30.26N;120.20E	coordinates
54.5	-6.83333	Pacific Ocean,Western North Pacific Station S1	name
36.7072	137.0967	36.7072N;137.0967E	coordinates
29.54793	35.0566	Oman,Jabal Al-Akhdar	name
18.8802387	-99.1161408	Mexico,Cuernavaca Morelos	name
39.4225192	-111.7143584	USA,Utah	name
37.24	131.87	37.24N;131.87E	coordinates
22.5431	114.0579	22.5431N;114.0579E	coordinates
37.41	127.25722	37.41N;127.25722E	coordinates
44.00782	87.30461	China,Changji city,Xinjiang Uygur Autonomous Region	name
28.0	116.0	China,Jiangxi	name
63.4344147	10.3959324	Norway,Trondheim fjord	name
36.71	4.039999999999964	36.71N;4.039999999999964E	coordinates
-71.3333	13.5	71.3333S;13.5E	coordinates
38.55	-121.74	38.55N;121.74W	coordinates
35.9479291	126.9578025	South Korea,Iksan	name
47.223193	11.5261028	Austria,Tyrol	name
39.1	117.1	39.10N;117.10E	coordinates
39.90348143813343	116.39491081237793	39.903481438133426N;116.39491081237793E	coordinates
-41.42058957303141	-72.91488538995294	41.420589573031414S;72.91488538995293W	coordinates
30.81555	119.21502	China,Qiaotouzhen	name
40.0757384	-74.4041622	USA,NJ	name
42.3788774	-72.03236600000002	USA,MA	name
37.2667	-79.9333	37.2667N;79.9333W	coordinates
23.05385541700292	113.24860855937004	23.05385541700292N;113.24860855937004E	coordinates
40.4881605	-74.4107062	USA,Rutgers	name
48.8566	2.352200000000039	48.8566N;2.352200000000039E	coordinates
39.4830388	115.9688632	China,Hebei province,zhuozhou	name
-21.2953111	55.44166110000002	21.2953111S;55.44166110000003E	coordinates
-21.35615	55.57393330000002	21.35615S;55.57393330000002E	coordinates
14.778266699999998	-61.14486669999997	14.7782667N;61.144866699999966W	coordinates
30.1	120.2	30.1N;120.2E	coordinates
36.0000001	118.9999999	China,Shandong Province	name
-37.7853294	176.3270238	New Zealand,Te Puke	name
-21.2040056	55.3331194	21.2040056S;55.33311939999999E	coordinates
2.3923759	112.8471939	Malaysia	name
-20.2002778	57.54555600000002	20.2002778S;57.54555600000003E	coordinates
-28.4457333	-58.98263329999998	28.4457333S;58.982633299999975W	coordinates
37.83333	-5.2333300000000005	Spain,Andalusian,Hornachuelos	name
19.04334	-98.20193	Mexico,San Miguel Acuexcomac,state of Puebla	name
34.05	-118.25	34.05N;118.25W	coordinates
5.311737	103.119912	5.311737N;103.119912E	coordinates
28.52	105.26	28.52N;105.26E	coordinates
39.9	116.3	39.9N;116.3E	coordinates
32.0	117.0	China,Anhui Province	name
46.7296	-94.6859	46.7296N;94.6859W	coordinates
34.395342	-111.7632755	USA,Arizona	name
19.4326009	-99.1333416	Mexico	name
33.40167	126.54611	South Korea,Seongsan-ri,Jeju Island	name
35.14	-90.04	35.14N;90.04W	coordinates
46.0	-94.0	46N;94W	coordinates
42.01	46.65	42.01N;46.65E	coordinates
18.75	-99.0	Mexico,Morelos	name
51.5392	9.9116	51.5392N;9.9116E	coordinates
-22.897683	-47.061424	22.897683S;47.061424W	coordinates
-23.096155	-46.728687	23.096155S;46.728687W	coordinates
-20.268639	-50.548496	20.268639S;50.548496W	coordinates
-21.133183	-9.710846	21.133183S;9.710846W	coordinates
39.28329386893847	-76.61314717968742	39.28329386893847N;76.61314717968742W	coordinates
18.688857	-99.119482	18.688857N;99.119482W	coordinates
26.5450001	117.842778	China,Fujian province	name
39.54	116.23	39.54N;116.23E	coordinates
45.51	-73.61000000000001	45.51N;73.61000000000001W	coordinates
31.1728205	-7.3362482	Morocco	name
40.48	-3.69	40.48N;3.69W	coordinates
52.62860600000001	1.29227	United Kingdom,Norwich	name
35.0000035	19.9999957	Mediterranean Sea	name
21.55	100.45	21.55N;100.45E	coordinates
33.1819875	131.42702169999998	Japan,Oita	name
52.160114	4.49701	52.160114N;4.497010E	coordinates
44.4758	-73.2119	44.4758N;73.2119W	coordinates
44.9778	-93.265	44.9778N;93.2650W	coordinates
47.6097	-122.3331	47.6097N;122.3331W	coordinates
35.76	102.28	35.76N;102.28E	coordinates
37.1642053	28.2624288	Turkey,Mugla	name
34.395342	-111.7632755	USA,AZ	name
32.776473	102.652604	China,Hongyuan	name
36.19180203446173	127.70683228969574	36.19180203446173N;127.70683228969574E	coordinates
31.0414738	121.8358713	China,Shanghai Laogang	name
31.86389	117.28083	China,Jiu Long Road,Hefei	name
-23.5506507	-46.6333824	Brazil,Sao Paulo,SP	name
36.154	-95.9928	36.154N;95.9928W	coordinates
16.3700359	-2.2900239	Mali	name
-31.799722	18.621110999999924	31.799722S;18.621110999999928E	coordinates
32.2403	-110.9458	32.2403N;110.9458W	coordinates
-77.52	160.76	77.52S;160.76E	coordinates
-37.77	175.30999999999997	37.77S;175.30999999999995E	coordinates
10.4313	-84.0072	10.4313N;84.0072W	coordinates
31.55747	35.49545	South Korea,East Sea	name
10.4283984	-84.0114719	Costa Rica,La Selva Biological Station	name
26.5	119.18000000000006	26.5N;119.18000000000006E	coordinates
1.2951	103.7828	1.2951N;103.7828E	coordinates
45.72359	7.4575	China,Jilin Pesticide Plant	name
5.9682875	100.6660103	Malaysia,Kedah	name
4.7916539	100.9276057	Malaysia,Perak	name
5.4065013	100.2559077	Malaysia,Penang	name
37.3934861	127.1772294	South Korea,Gyeonggi	name
35.8494916	128.5599518	South Korea,Daegu	name
-7.801194500000001	110.364917	Indonesia,Yogyakarta	name
-8.4560181	115.2703855	Indonesia,Bali	name
5.875	-162.056	Pacific Ocean,Palmyra Atoll	name
59.0	11.0	59N;11E	coordinates
41.2133453	-98.6228519	Czechoslovakia	name
55.001251	-115.002136	Canada,Alberta	name
43.6447642	-114.0154071	USA,Idaho	name
42.33	-83.88	42.33N;83.88W	coordinates
40.0796606	-89.4337288	USA,Illinois	name
35.2048883	-92.4479108	USA,Arkansas	name
40.3270127	-86.1746933	USA,Indiana	name
38.7251776	-105.6077167	USA,Colorado	name
52.0833	5.1167	52.0833N;5.1167E	coordinates
23.002234	120.21955700000001	23.002234N;120.21955700000001E	coordinates
35.18	129.08000000000004	35.18N;129.08000000000004E	coordinates
35.37	127.1	35.37N;127.10E	coordinates
42.79336110000001	44.6324493	Russia,North Osetia,Caucasus	name
34.0561	-118.4297	34.0561N;118.4297W	coordinates
48.8	11.5	48.8N;11.5E	coordinates
52.4	9.7	52.4N;9.7E	coordinates
36.0	138.0	36N;138E	coordinates
39.524	116.719	39.524N;116.719E	coordinates
34.4045495	-90.572325	USA,Mississippi (Mississippi river delta)	name
15.42	104.95	15.42N;104.95E	coordinates
15.97	105.22	15.97N;105.22E	coordinates
7.9552	-11.740999999999984	7.9552N;11.740999999999985W	coordinates
37.59	126.5	37.59N;126.5E	coordinates
48.00000470000001	127.999992	China,heilongjiang	name
47.6038321	-122.3300624	USA,WA,Seattle	name
23.9926399	121.6009524	Taiwan,Hualien	name
52.51	-6.5399999999999645	52.51N;6.539999999999964W	coordinates
34.391605799999994	132.4518156	Japan,Hiroshima	name
37.46	118.49	37.46N;118.49E	coordinates
41.82	-122.0	41.82N;122.00W	coordinates
47.5596	7.588600000000043	47.5596N;7.588600000000042E	coordinates
35.46	-78.38	35.46N;78.38W	coordinates
37.6	127.0	37.6N;127.0E	coordinates
53.535411	-113.507996	Canada,Edmonton	name
38.52	115.31	38.52N;115.31E	coordinates
31.25	121.4	31.25N;121.40E	coordinates
-1.4529070375052584	-48.400460243246926	1.4529070375052584S;48.400460243246926W	coordinates
36.648327	138.13420280000003	Japan,Nagano,Nagano	name
41.5047	-81.61014899999998	41.5047N;81.61014899999998W	coordinates
33.8070292	135.5930743	Japan,Wakayama	name
35.66667	127.53333	China,Jangsu	name
36.8047833	118.0444472	China,Zibo,Shandong	name
33.32281429919236	117.96152272496029	33.32281429919236N;117.96152272496033E	coordinates
51.9633	7.6114	51.9633N;7.6114E	coordinates
38.765337	-9.164366	38.765337N;9.164366W	coordinates
40.7793	-81.925	40.7793N;81.9250W	coordinates
24.0	109.0	China,Guangxi	name
23.1357694	113.1982688	China,Guangdong	name
33.601364600000004	132.8185275	Japan,Ehime	name
34.5708167	-105.993007	USA,NM	name
10.8046591	106.7078477	Viet Nam,Binh Thanh	name
44.99	-93.17	44.99N;93.17W	coordinates
52.205	0.119	52.205N;0.119E	coordinates
37.76300000000001	-122.458	37.763N;122.458W	coordinates
32.29	77.36	32.29N;77.36E	coordinates
32.23	77.37	32.23N;77.37E	coordinates
33.2588817	-86.8295337	USA,Alabama	name
1.12	-77.16	1.12N;77.16W	coordinates
-34.607561600000004	-58.437076	Argentina,Buenos Aires	name
50.56109	8.50495	Germany,near Wetzlar	name
52.4760892	-71.8258668	Canada,Quebec	name
46.500283	-66.75018299999999	Canada,New Brunswick	name
43.0407879	-89.3953702	USA,WI,Madison (University of Wisconsin-Madison)	name
47.27103	8.8218	China,coastal sediment close to a coal-fired power station,Qingdao	name
30.8760272	35.0015196	Israel	name
38.5668714	68.794689	USSR	name
37.760777	140.4745807	Japan,Fukushima	name
49.6	117.43333	China,Manchuria	name
-0.7264326999999999	15.6419155	Republic of the Congo	name
36.132723	-111.241773	USA,Tuba City,AZ	name
40.7308619	-73.9871558	USA,NY,New York	name
41.2230048	-111.9738429	USA,Ogden	name
-18.9789515	15.7540014	Namibia,Etosha National Park	name
30.8703881	-92.007126	USA,Louisiana	name
40.2253569	-82.6881395	USA,Ohio	name
29.4246002	-98.4951405	USA,Texas,San Antonio	name
39.8205571	34.8094917	Turkey,Yozgat	name
43.1561681	-75.84499459999998	USA,New York State	name
27.0065425	-98.7047316	USA,Texas,Jim Hogg County	name
52.9	-1.1	52.9N;1.1W	coordinates
13.2904027	108.4265113	Vietnam	name
52.3744779	9.738553199999998	Germany,Hannover	name
40.18913120000001	-109.3126257	40.1891312N;109.3126257W	coordinates
39.4225192	-111.7143584	USA,UT	name
47.3886305	-0.3909097	France,Maine et Loire	name
48.00000470000001	127.999992	China,Heilongjiang	name
2.59	-75.18	2.59N;75.18W	coordinates
35.2	-97.2	35.20N;97.20W	coordinates
50.92957979999999	13.4585052	Germany,Saxony	name
46.6	-112.0	46.6N;112.0W	coordinates
36.6	-121.8	36.6N;121.8W	coordinates
33.57786	-101.85517	33.5778600N;101.8551700W	coordinates
39.2853847	-76.60100959999998	USA,Pacific Coast	name
34.05	-118.25	34.0500N;118.2500W	coordinates
39.375	-123.797	39.375N;123.797W	coordinates
-62.38333000000001	-59.11666999999999	Antarctica,King George Island	name
45.437905	-123.947521	USA,Netarts Bay Oregon	name
41.66704	-72.66648	USA,Long Island Sound,Connecticut	name
21.4597	-157.8042	21.4597N;157.8042W	coordinates
19.1399952	-72.35709720000001	Haiti	name
27.4	85.19	27.40N;85.19E	coordinates
41.25	-72.99	41.25N;72.99W	coordinates
17.38405	78.45636	India,Haiderabad	name
47.6038321	-122.3300624	USA,Seattle	name
-33.7921749	19.8929785	South Africa,Africa	name
42.3833	-5.9833	42.3833N;5.9833W	coordinates
50.735851	7.10066	Germany,Bonn	name
22.6203348	120.3120375	Taiwan,Kaohsiung	name
47.65432379999999	-122.30800890000002	USA,Seattle,Washington	name
36.3496963	127.384902	Daejeon,Republic of Korea	name
53.4250605	27.6971358	Belarus	name
56.64677639999999	85.6221801	Russia,Tomsk region	name
41.0	-81.0	41.00N;81.00W	coordinates
51.48165460000001	-3.1791934	United Kingdom,Wales,Cardiff	name
30.18	119.25	30.18N;119.25E	coordinates
35.5443876	128.4921938	South Korea,Changnyeong	name
13.2904027	108.4265113	Viet Nam	name
3.898611	101.497778	3.898611N;101.497778E	coordinates
48.0690686	-91.1083076	USA,Minnesota area	name
30.6	-96.31	30.60N;96.31W	coordinates
22.350627	114.18491609999998	Hong Kong	name
-32.726517699999995	-62.1013108	32.7265177S;62.1013108W	coordinates
7.25	2.16667	China,General Microbiological Culture Collection Center	name
41.7962409	-71.59923719999998	USA,RI	name
40.739469	-8.092353	40.739469N;8.092353W	coordinates
41.39	2.23	41.39N;2.23E	coordinates
32.04756	34.845209999999994	32.04756N;34.84521E	coordinates
41.68392	-87.55949	Antarctica,1670 km from geographic south pole	name
-29.85	31.01	29.85S;31.01E	coordinates
40.67	-73.94	40.6700N;73.9400W	coordinates
51.38333	8.08333	Germany,Arnsberg,North Rhine-Westphalia	name
53.550341	10.000654	Germany,Hamburg	name
51.4647527	-0.6519419	USA,Windsor,CT	name
42.43861079999999	-76.49974830000002	USA,Ithaca,NY	name
50.6402809	4.6667144999999985	Belgium	name
54.5	159.97	54.5N;159.97E	coordinates
37.12833300000001	25.443333	37.128333N;25.443333E	coordinates
38.9	-77.03	38.90N;77.03W	coordinates
47.2868352	-120.2126139	USA,WA	name
34.59	138.57	34.59N;138.57E	coordinates
23.99574716	121.59225259999998	23.99574716N;121.5922526E	coordinates
41.526	-70.673	41.526N;70.673W	coordinates
58.233	36.2	58.233N;36.2E	coordinates
-24.6	-69.53	24.6S;69.53W	coordinates
52.202	0.131	52.202N;0.131E	coordinates
23.133333	-82.366667	23.133333N;82.366667W	coordinates
37.774	-122.419	37.774N;122.419W	coordinates
54.10114	13.3885	54.10114N;13.3885E	coordinates
7.528	81.357	7.528N;81.357E	coordinates
45.888783	4.605968	45.888783N;4.605968E	coordinates
50.452258	-104.605694	50.452258N;104.605694W	coordinates
45.14914	11.82057	USA,University of Texas Medical School	name
26.75602	94.20945	26.75602N;94.20945E	coordinates
12.13333	-103.93333	12.13333N;103.93333W	coordinates
52.637993	-1.6407470000000002	52.637993N;1.640747W	coordinates
30.46788	-91.129604	30.46788N;91.129604W	coordinates
51.455718	-2.588654	51.455718N;2.588654W	coordinates
34.299366	-79.876714	34.299366N;79.876714W	coordinates
13.581921	-38.320312	Atlantic Ocean	name
36.31743400000001	127.41537500000004	36.317434N;127.41537500000004E	coordinates
40.8087493	-77.8585662	USA,University Park	name
30.276265423522855	120.17052096777357	30.27626542352285N;120.17052096777354E	coordinates
36.01	-84.26299999999998	36.010N;84.263W	coordinates
44.86123	-121.201439	44.86123N;121.201439W	coordinates
40.38270900000001	9.012008	40.382709N;9.012008E	coordinates
44.376262	-110.690383	44.376262N;110.690383W	coordinates
39.674495	20.840141	39.674495N;20.840141E	coordinates
40.190524	141.775583	40.190524N;141.775583E	coordinates
12.25	109.199	12.250;109.199	coordinates
36.829513	138.217163	36.829513;138.217163	coordinates
53.722222	7.722222	53.722222N;7.722222E	coordinates
20.237556	84.27001800000002	20.237556N;84.270018E	coordinates
35.9544	-83.92950000000002	35.9544N;83.92950000000002W	coordinates
43.721883	10.396578999999974	43.721883N;10.396578999999974E	coordinates
4.21335	100.64708999999992	4.21335N;100.64708999999993E	coordinates
38.0000001	101.9999999	China,Gansu	name
-34.0	-64.0	34S;64W	coordinates
55.45	37.35	55.45N;37.35E	coordinates
37.97	23.73	37.97N;23.73E	coordinates
34.04	-6.75	34.04N;6.75W	coordinates
37.2633325	127.0287472	South Korea,Suwon	name
25.7210782	-100.5465213	Mexico,Monterrey NL	name
41.04649000000001	-74.43515	Atlantic Ocean,near Newfoundland	name
-31.4061	91.17758	31.4061S;91.17758E	coordinates
-72.69	165.99	72.69S;165.99E	coordinates
41.5	85.5	China,Xinjiang Uyghur Autonomous Region	name
34.9991645	137.254574	Japan,Aichi	name
36.78	126.14	36.78N;126.14E	coordinates
43.6211955	-84.6824346	USA,MI	name
42.3788774	-72.03236600000002	USA,Massachusetts	name
-40.356317	175.6112388	New Zealand,Palmerston North	name
36.54	139.91	36.54N;139.91E	coordinates
30.5	105.5	China,Sichuan Basin	name
52.13	5.21	52.13N;5.210E	coordinates
33.22	126.33	33.22N;126.33E	coordinates
35.1	126.86	35.10N;126.86E	coordinates
49.193235	16.600009999999994	49.193235N;16.600009999999997E	coordinates
43.472247579722904	-3.819935880800017	43.4722475797229N;3.819935880800017W	coordinates
47.6007	-117.3283	47.6007N;117.3283W	coordinates
40.571868	9.692238	Italy,Sardinia,Siniscola	name
35.0231321	135.7634074	Japan,Kyoto	name
18.9885582	-99.1009832	Mexico,Tepoztlan,Morelos	name
39.6634258	-78.20806309999998	USA,Hagerstown,Pennsylvania	name
43.6	13.269999999999984	43.60N;13.269999999999982E	coordinates
21.3891	39.857899999999965	21.3891N;39.85789999999997E	coordinates
42.3602534	-71.0582912	USA,Massachusetts,Boston	name
30.29365	120.16142	China,suburbs,Hangzhou	name
52.37202	1.1317099999999982	52.37202N;1.1317099999999982E	coordinates
50.9296848	11.57917950000001	50.9296848N;11.57917950000001E	coordinates
24.25072650000001	89.9149441	Bangladesh,Tangail	name
39.14	-76.77	39.14N;76.77W	coordinates
32.06167	118.77778	China,Mt. Zijing,Nanjing,Jiangsu	name
22.248228	114.1548993	China,Southern China	name
54.5973	-5.93010000000004	54.5973N;5.930100000000039W	coordinates
-62.2377	-58.7285	62.2377S;58.7285W	coordinates
23.8531860522681	54.67620849609375	23.8531860522681N;54.67620849609375E	coordinates
4.8898357429907255	-74.1412353515625	4.8898357429907255N;74.1412353515625W	coordinates
34.22	114.19	34.22N;114.19E	coordinates
36.63722	127.48972	South Korea,Cheongju-si,Chungcheongbuk-do	name
-20.89	-11.42	20.89S;11.42W	coordinates
-33.9521	18.486400000000003	33.9521S;18.486400000000003E	coordinates
20.3	-157.3	20.3N;157.3W	coordinates
36.63	127.32	36.63N;127.32E	coordinates
20.57	-89.39	20.57N;89.39W	coordinates
51.498796	-0.1769223	United Kingdom,Imperial College London	name
40.7412359	-73.3566912	USA,New York,NY	name
44.6	-123.9	44.6N;123.9W	coordinates
60.0	38.0	60N;38E	coordinates
49.124118	8.5980244	Germany,Bruchsal	name
29.09	-110.95	29.09N;110.95W	coordinates
29.1	-111.0	29.1N;111W	coordinates
51.908526	11.4939134	Germany,Saxony-Anhalt	name
30.58333	114.26667	China,Huazhong Agricultural University,Wuhan,Hubei	name
48.85661010000001	2.3514992	France,Paris	name
53.48333	6.55	Netherlands,Groningen,Waddenzee	name
51.01980214947295	-114.05508041381836	51.01980214947295N;114.05508041381836W	coordinates
49.6	11.01	49.60N;11.01E	coordinates
37.8179963	128.2183835	South Korea,Gangwon	name
41.57585	-70.63580999999998	41.57585N;70.63581W	coordinates
25.28	55.3	25.28N;55.30E	coordinates
33.7911	-84.3233	33.7911N;84.3233W	coordinates
1.56448	104.253943	1.56448N;104.253943E	coordinates
-1.44097	-48.48073	1.44097S;48.480729999999994W	coordinates
13.76	100.5	13.76N;100.50E	coordinates
39.73	-104.99	39.73N;104.99W	coordinates
41.8755546	-87.6244212	USA,Chicago	name
43.411391	-106.280075	USA,midwest	name
51.7519	-1.2578	51.7519N;1.2578W	coordinates
41.1665461	80.27369909999999	China,Xinjiang,Akesu	name
51.5	10.5	Germany,cities of Ulm and Neu-Ulm,south-west Germany	name
26.2472	119.0831	26.2472N;119.0831E	coordinates
5.31595	103.14920899999993	5.31595N;103.14920899999993E	coordinates
3.181643	101.69203700000004	3.181643N;101.69203700000003E	coordinates
-72.41	165.59000000000003	72.41S;165.59000000000003E	coordinates
35.9068588	117.76243	China,Xintai	name
22.45	-158.0	22.45N;158W	coordinates
4.610192432595004	-74.30904239416121	4.610192432595004N;74.30904239416122W	coordinates
78.71985190000002	20.3493328	Svalbard	name
40.18	-72.25	40.18N;72.25W	coordinates
45.46	9.190000000000056	45.46N;9.190000000000055E	coordinates
19.332749	-99.179174	19.332749N;99.179174W	coordinates
37.6463	127.0288	37.6463N;127.0288E	coordinates
30.256769	120.201838	30.256769N;120.201838E	coordinates
36.1314	-95.9372	36.1314N;95.9372W	coordinates
19.24	-99.9	19.24N;99.9W	coordinates
-4.5061344000000005	-73.575702	Peru,Nauta	name
36.1314	-95.93700000000001	36.1314N;95.93700000000001W	coordinates
36.1314	-95.93720000000002	36.1314N;95.93720000000002W	coordinates
35.684195	140.06476999999998	35.684195N;140.064770E	coordinates
37.47343	-83.15212	China,Jilin,Jilin Oil Field Branch	name
14.17759	121.27098	China,Panjin,Liaodong Bay	name
43.75011	-79.78293000000002	Canada,Greater Toronto area/Peel	name
30.52	114.38	30.52N;114.38E	coordinates
70.0	5.0	Norway,Norwegian sea	name
71.29665	-5.7731330000000005	71.29665N;5.773133W	coordinates
51.9685817	5.6682981	Netherlands,Wageningen	name
36.33333	118.25	China,crude oil-polluted saline soil in Shengli Oilfield,Shandong province	name
49.8994	-97.1392	49.8994N;97.1392W	coordinates
39.9524152	-75.16357550000002	USA,Philadelphia	name
78.71985190000002	20.3493328	Norway,Svalbard	name
35.7730076	-86.28200809999998	USA,Tennessee	name
-66.2	8.5	66.2S;8.5E	coordinates
-62.38333000000001	-59.11666999999999	Antarctica,King George Island,	name
36.075287	140.250458	36.075287N;140.250458E	coordinates
58.49	-134.53	58.49N;134.53W	coordinates
31.378473	77.40694499999995	31.378473N;77.40694499999995E	coordinates
-4.889262	-38.437299	Chile,X Region	name
23.16	113.23	23.16N;113.23E	coordinates
30.58333	114.26667	China,Dong xihu,Wuhan	name
36.49	-128.88	36.49N;128.88W	coordinates
37.53	126.96	37.53N;126.96E	coordinates
44.58	-93.5	44.58N;93.5W	coordinates
-5.0917133	-42.7899345	Brazil,Teresina,PI	name
-1.45056	-48.4682453	Brazil,Belem city	name
39.93	116.35	39.93N;116.35E	coordinates
50.07	14.34	50.07N;14.34E	coordinates
